Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	435	5	0.0002092552554537556	0.00702295035426988	PTGS2:MAP2K5:ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY
GO_bp	GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1003	7	0.0002126897075243345	0.007105769774108449	NPR1:RYR2:PRKCB:PRKCA:ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY
GO_bp	GO_PROTEIN_AUTOPHOSPHORYLATION	233	4	0.00021554984749908414	0.007168739272028365	MAP2K2:SRC:CAMK2D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_AUTOPHOSPHORYLATION
GO_bp	GO_RESPONSE_TO_TEMPERATURE_STIMULUS	234	4	0.00021910712685309	0.007254222443109061	PTGS2:CAMK2G:CAMK2D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_TEMPERATURE_STIMULUS
GO_bp	GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	92	3	0.00022425125833039878	0.007391241025688031	ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY
GO_bp	GO_CELL_JUNCTION_ASSEMBLY	236	4	0.00022634865856375994	0.0074270653591233735	PRKCA:ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_JUNCTION_ASSEMBLY
GO_bp	GO_CELLULAR_RESPONSE_TO_KETONE	94	3	0.00023895655687652758	0.007805914191299901	ROCK2:SRC:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_KETONE
GO_bp	GO_CELL_CYCLE	1776	9	0.0002442335888524505	0.007942995035688101	PTGS2:CCND1:MAP2K1:PRKCB:PRKCA:ROCK2:SRC:CAMK2A:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CYCLE
GO_bp	GO_CELL_SUBSTRATE_JUNCTION_ASSEMBLY	95	3	0.0002465376891686299	0.007982607997310263	ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_SUBSTRATE_JUNCTION_ASSEMBLY
GO_bp	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	96	3	0.00025427297424836503	0.008196957722480188	PTGS2:PRKCA:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION
GO_bp	GO_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	98	3	0.00027021146290962607	0.00867272599295088	RYR2:CACNA1C:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL
GO_bp	GO_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING	19	2	0.0002724351020578179	0.008706078261412875	RYR2:CACNA1C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING
GO_bp	GO_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	20	2	0.0003024651021746354	0.009582407331825735	MAP2K1:MAP2K2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA
GO_bp	GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	20	2	0.0003024651021746354	0.009582407331825735	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY
GO_bp	GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	255	4	0.0003040292534365999	0.009590622372356264	MAP2K1:MAP2K5:MAP2K2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY
GO_bp	GO_SMOOTH_MUSCLE_CONTRACTION	103	3	0.0003128503507984865	0.009826709736619126	PTGS2:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SMOOTH_MUSCLE_CONTRACTION
GO_bp	GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	755	6	0.0003308911960318978	0.010349150173763613	PTGS2:MAP2K5:ROCK1:ROCK2:SRC:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY
GO_bp	GO_REGULATION_OF_AMYLOID_BETA_FORMATION	21	2	0.00033403787198415684	0.01040329813170997	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_AMYLOID_BETA_FORMATION
GO_bp	GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	1081	7	0.00033685828886305006	0.010446870983727503	PTGS2:MAP2K5:ROCK1:ROCK2:SRC:CAMK2D:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION
GO_bp	GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION	106	3	0.0003404021920821909	0.010512420637832367	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION
GO_bp	GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	22	2	0.0003671496810847206	0.011105144674784758	NPR1:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS
GO_bp	GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	22	2	0.0003671496810847206	0.011105144674784758	CACNA1C:CACNA1D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GO_bp	GO_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	22	2	0.0003671496810847206	0.011105144674784758	CACNA1C:CACNA1D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY
GO_bp	GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY	22	2	0.0003671496810847206	0.011105144674784758	CACNA1C:CACNA1D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY
GO_bp	GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	22	2	0.0003671496810847206	0.011105144674784758	ITPR1:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS
GO_bp	GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	272	4	0.00038835315399891244	0.011698342958573797	NPR1:PTGS2:ADCY5:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS
GO_bp	GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	112	3	0.00040010100770227755	0.012003030231068327	PTGS2:MAP2K5:PRKCA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION
GO_bp	GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	113	3	0.00041066161642522926	0.012220092634515933	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS
GO_bp	GO_REGULATION_OF_CELL_MATRIX_ADHESION	113	3	0.00041066161642522926	0.012220092634515933	ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_MATRIX_ADHESION
GO_bp	GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	115	3	0.00043231792194514375	0.01281264808990648	RYR2:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT
GO_bp	GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	24	2	0.0004379755278185181	0.012825179798669753	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT
GO_bp	GO_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	24	2	0.0004379755278185181	0.012825179798669753	MAP2K1:MAP2K2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING
GO_bp	GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	24	2	0.0004379755278185181	0.012825179798669753	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY
GO_bp	GO_CELL_JUNCTION_ORGANIZATION	284	4	0.0004571736087643786	0.013334230255627709	PRKCA:ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_JUNCTION_ORGANIZATION
GO_bp	GO_CELL_MOTILITY	1522	8	0.00047372291652544293	0.013762306072972354	PTGS2:MAP2K1:MAP2K5:PRKCA:ROCK1:ROCK2:SRC:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_MOTILITY
GO_bp	GO_SYNAPTIC_VESICLE_EXOCYTOSIS	120	3	0.0004896390295120543	0.014168688452415744	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SYNAPTIC_VESICLE_EXOCYTOSIS
GO_bp	GO_CELL_CELL_JUNCTION_ASSEMBLY	121	3	0.0005016584745745642	0.014459567796560968	PRKCA:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_JUNCTION_ASSEMBLY
GO_bp	GO_REGULATION_OF_CELL_CYCLE	1156	7	0.000506206131018182	0.014533652589779835	PTGS2:CCND1:MAP2K1:PRKCA:ROCK2:SRC:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_CYCLE
GO_bp	GO_ERK1_AND_ERK2_CASCADE	294	4	0.0005208570503056713	0.014896106302516282	MAP2K1:PRKCA:MAP2K2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ERK1_AND_ERK2_CASCADE
GO_bp	GO_WOUND_HEALING	537	5	0.0005512480533831068	0.015648014884492075	ITPR2:PRKCB:PRKCA:SRC:ITPR1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_WOUND_HEALING
GO_bp	GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	27	2	0.000555664202020739	0.015648014884492075	CAMK2D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS
GO_bp	GO_AMYLOID_BETA_FORMATION	27	2	0.000555664202020739	0.015648014884492075	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AMYLOID_BETA_FORMATION
GO_bp	GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	27	2	0.000555664202020739	0.015648014884492075	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS
GO_bp	GO_RESPONSE_TO_INORGANIC_SUBSTANCE	542	5	0.0005749766719306425	0.016130070758359625	PTGS2:RYR2:CCND1:SRC:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_INORGANIC_SUBSTANCE
GO_bp	GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	28	2	0.0005979322679979642	0.01664697791585241	RYR2:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION
GO_bp	GO_AORTIC_VALVE_DEVELOPMENT	28	2	0.0005979322679979642	0.01664697791585241	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AORTIC_VALVE_DEVELOPMENT
GO_bp	GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	550	5	0.000614538539582639	0.017044748173329797	NPR1:PTGS2:PLCB4:ADCY5:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS
GO_bp	GO_RESPONSE_TO_ANTIBIOTIC	310	4	0.0006355762208573571	0.01756197452369013	CCND1:ITPR2:SRC:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ANTIBIOTIC
GO_bp	GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	29	2	0.0006417134399148347	0.01766514525608253	CACNA1C:CACNA1D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY
GO_bp	GO_CELLULAR_RESPONSE_TO_ANTIBIOTIC	135	3	0.0006902209718565388	0.01892956769830433	ITPR2:SRC:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_ANTIBIOTIC
GO_bp	GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	137	3	0.0007203588876585513	0.019682668491785696	CCND1:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	31	2	0.0007338003907452053	0.019901966317259257	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION
GO_bp	GO_RNA_DESTABILIZATION	31	2	0.0007338003907452053	0.019901966317259257	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RNA_DESTABILIZATION
GO_bp	GO_ADHERENS_JUNCTION_ORGANIZATION	139	3	0.0007513250819768497	0.02030235056077149	ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ADHERENS_JUNCTION_ORGANIZATION
GO_bp	GO_REGULATION_OF_ORGANELLE_ORGANIZATION	1237	7	0.000760075852185971	0.020463580635776142	CCND1:MAP2K1:ROCK1:MAP2K2:ROCK2:SRC:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ORGANELLE_ORGANIZATION
GO_bp	GO_REGULATION_OF_HYDROLASE_ACTIVITY	1238	7	0.0007637483472815827	0.02048741004569209	PTGS2:RYR2:MAP2K5:ROCK1:ROCK2:SRC:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_HYDROLASE_ACTIVITY
GO_bp	GO_RESPONSE_TO_MINERALOCORTICOID	32	2	0.0007820988301805021	0.020705022720661215	CCND1:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_MINERALOCORTICOID
GO_bp	GO_REGULATION_OF_VASCULAR_PERMEABILITY	32	2	0.0007820988301805021	0.020705022720661215	NPR1:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_VASCULAR_PERMEABILITY
GO_bp	GO_ERBB2_SIGNALING_PATHWAY	32	2	0.0007820988301805021	0.020705022720661215	PRKCA:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ERBB2_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	141	3	0.0007831287505229683	0.020705022720661215	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT
GO_bp	GO_APOPTOTIC_SIGNALING_PATHWAY	584	5	0.0008060421278811554	0.021234443153858397	PTGS2:MAP2K5:PRKCA:SRC:ITPR1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_APOPTOTIC_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_MAP_KINASE_ACTIVITY	331	4	0.0008120887730215236	0.021317330291814995	MAP2K1:MAP2K5:MAP2K2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MAP_KINASE_ACTIVITY
GO_bp	GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	143	3	0.000815779011303185	0.02133799193266338	PRKCA:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GO_bp	GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS	332	4	0.000821274567628873	0.02140556053926318	PTGS2:MAP2K5:ROCK1:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS
GO_bp	GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	588	5	0.0008312130964131407	0.02145415217056408	MAP2K1:PRKCA:ROCK1:MAP2K2:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION
GO_bp	GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	33	2	0.0008318956964096276	0.02145415217056408	RYR2:CACNA1C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GO_bp	GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	33	2	0.0008318956964096276	0.02145415217056408	CCND1:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY
GO_bp	GO_RESPONSE_TO_LIPID	903	6	0.0008551210253262706	0.021976012364154158	PTGS2:CCND1:PRKCA:ROCK2:SRC:ADCY5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_LIPID
GO_bp	GO_RESPONSE_TO_CALCIUM_ION	148	3	0.0009011676468849859	0.023078683639737446	RYR2:CCND1:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CALCIUM_ION
GO_bp	GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	150	3	0.0009368516750393087	0.023909235456732358	ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION
GO_bp	GO_CYTOSOLIC_TRANSPORT	151	3	0.0009550256464759063	0.02428871453840108	MAP2K1:MAP2K2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOSOLIC_TRANSPORT
GO_bp	GO_ACTIVATION_OF_MAPK_ACTIVITY	152	3	0.0009734223771840685	0.024502241343503095	MAP2K1:MAP2K5:MAP2K2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIVATION_OF_MAPK_ACTIVITY
GO_bp	GO_CELL_CELL_JUNCTION_ORGANIZATION	152	3	0.0009734223771840685	0.024502241343503095	PRKCA:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_JUNCTION_ORGANIZATION
GO_bp	GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	152	3	0.0009734223771840685	0.024502241343503095	PTGS2:RYR2:ITPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND
GO_bp	GO_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	36	2	0.0009902403482779187	0.024505948012938393	CAMK2D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS
GO_bp	GO_SEMI_LUNAR_VALVE_DEVELOPMENT	36	2	0.0009902403482779187	0.024505948012938393	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SEMI_LUNAR_VALVE_DEVELOPMENT
GO_bp	GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	36	2	0.0009902403482779187	0.024505948012938393	CACNA1C:CACNA1D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL
GO_bp	GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	36	2	0.0009902403482779187	0.024505948012938393	CACNB1:CACNB4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY
GO_bp	GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	36	2	0.0009902403482779187	0.024505948012938393	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS
GO_bp	GO_CALCIUM_ION_REGULATED_EXOCYTOSIS	154	3	0.001010888451439858	0.024849599057133638	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CALCIUM_ION_REGULATED_EXOCYTOSIS
GO_bp	GO_BIOMINERAL_TISSUE_DEVELOPMENT	154	3	0.001010888451439858	0.024849599057133638	PTGS2:ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_BIOMINERAL_TISSUE_DEVELOPMENT
GO_bp	GO_PEPTIDYL_TYROSINE_MODIFICATION	352	4	0.0010208643369844887	0.025011176256119975	MAP2K1:MAP2K5:MAP2K2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDYL_TYROSINE_MODIFICATION
GO_bp	GO_POSITIVE_REGULATION_OF_TRANSPORT	939	6	0.0010486654625110898	0.025606947340387074	NPR1:PTGS2:RYR2:SRC:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TRANSPORT
GO_bp	GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	158	3	0.0010885411331022703	0.026492640159939358	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY
GO_bp	GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	38	2	0.001103228762675525	0.026673458571266805	PTGS2:MAP2K5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_bp	GO_HISTONE_PHOSPHORYLATION	38	2	0.001103228762675525	0.026673458571266805	PRKCB:PRKCA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HISTONE_PHOSPHORYLATION
GO_bp	GO_CELL_CYCLE_PROCESS	1321	7	0.0011220298418574393	0.027039079795580914	CCND1:MAP2K1:PRKCB:PRKCA:ROCK2:CAMK2A:PRKAG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CYCLE_PROCESS
GO_bp	GO_RESPONSE_TO_METAL_ION	363	4	0.0011441323770049786	0.027481611016296054	PTGS2:RYR2:CCND1:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_METAL_ION
GO_bp	GO_AMYLOID_BETA_METABOLIC_PROCESS	39	2	0.0011619396774499506	0.027728105939146548	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AMYLOID_BETA_METABOLIC_PROCESS
GO_bp	GO_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	39	2	0.0011619396774499506	0.027728105939146548	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION
GO_bp	GO_SYNAPTIC_VESICLE_LOCALIZATION	162	3	0.0011698778069075197	0.027827190552654597	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SYNAPTIC_VESICLE_LOCALIZATION
GO_bp	GO_LOCOMOTION	1745	8	0.0011777070888252816	0.027875461342504633	PTGS2:MAP2K1:MAP2K5:PRKCA:ROCK1:ROCK2:SRC:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LOCOMOTION
GO_bp	GO_EPITHELIAL_CELL_PROLIFERATION	366	4	0.0011794923098665227	0.027875461342504633	CCND1:MAP2K1:MAP2K5:PRKCA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_EPITHELIAL_CELL_PROLIFERATION
GO_bp	GO_RESPONSE_TO_CORTICOSTEROID	164	3	0.0012119485934348217	0.028459495724427922	PTGS2:CCND1:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CORTICOSTEROID
GO_bp	GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY	164	3	0.0012119485934348217	0.028459495724427922	CACNB1:CACNB4:CAMK2D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY
GO_bp	GO_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	40	2	0.0012221235735363825	0.028607032692650993	ROCK1:ROCK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER
GO_bp	GO_SIGNAL_RELEASE_FROM_SYNAPSE	169	3	0.0013212821535386332	0.03082991691590144	PRKCB:CACNA1D:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SIGNAL_RELEASE_FROM_SYNAPSE
GO_bp	GO_REGULATION_OF_CELL_DIFFERENTIATION	1777	8	0.0013264424431920375	0.03085237961221986	PTGS2:CCND1:MAP2K1:PRKCB:PRKCA:ROCK1:ROCK2:CAMK2A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_CELL_ADHESION	657	5	0.0013652790155136358	0.031655522914906066	MAP2K5:PRKCA:ROCK1:ROCK2:SRC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_ADHESION
