Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_cc	GO_ANCHORING_JUNCTION	545	5	0.001049123427749297	0.031823410641728674	KRAS:PPP1CC:PPP1CB:MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ANCHORING_JUNCTION
GO_cc	GO_CILIARY_BASE	34	2	0.0011244909242001287	0.03242367075774441	PRKACB:PRKACA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CILIARY_BASE
GO_cc	GO_MEMBRANE_REGION	320	4	0.001143100417621785	0.03242367075774441	KRAS:EEF2:PRKACA:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEMBRANE_REGION
GO_cc	GO_MITOCHONDRION	1525	8	0.0011660860612175813	0.03242367075774441	KRAS:PPP1CC:CALM1:PRKACA:PPP3R1:MAPK1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MITOCHONDRION
GO_cc	GO_AXON	596	5	0.00156097757503771	0.04223077169223643	PRKAA2:CALM1:MAPK1:RHOA:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_AXON
Hallmark_gene_sets	HALLMARK_PI3K_AKT_MTOR_SIGNALING	104	5	3.82323245382443e-07	1.9116162269122152e-05	PRKAA2:HRAS:PRKAG1:MAPK1:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PI3K_AKT_MTOR_SIGNALING
BioCarta	BIOCARTA_NFAT_PATHWAY	51	11	3.1342695262504977e-22	9.058038930863938e-20	PRKACB:CAMK1G:PPP3CB:HRAS:CALM1:CALM2:MAPK1:CAMK1:PPP3CA:CAMK4:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_NFAT_PATHWAY
BioCarta	BIOCARTA_PGC1A_PATHWAY	15	8	4.451182646627245e-20	6.431958924376369e-18	CAMK1G:PPP3CB:CALM1:CALM2:CAMK1:PPP3CA:CAMK4:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_PGC1A_PATHWAY
BioCarta	BIOCARTA_FMLP_PATHWAY	34	9	3.7326790793674133e-19	3.595814179790608e-17	CAMK1G:PPP3CB:HRAS:CALM1:CALM2:MAPK1:CAMK1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_FMLP_PATHWAY
BioCarta	BIOCARTA_GPCR_PATHWAY	30	8	3.992466975287104e-17	2.8845573896449327e-15	PRKACB:PPP3CB:HRAS:CALM1:CALM2:PPP3CA:PPP3CC:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_GPCR_PATHWAY
BioCarta	BIOCARTA_HDAC_PATHWAY	25	7	2.9972566982481666e-15	1.7324143715874402e-13	CAMK1G:PPP3CB:CALM1:CALM2:CAMK1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_HDAC_PATHWAY
BioCarta	BIOCARTA_VIP_PATHWAY	26	7	4.0975683495353116e-15	1.9736620883595085e-13	PRKACB:PPP3CB:CALM1:CALM2:PPP3CA:PPP3CC:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_VIP_PATHWAY
BioCarta	BIOCARTA_FCER1_PATHWAY	39	7	9.462082033550217e-14	3.657053338759977e-12	PPP3CB:HRAS:CALM1:CALM2:MAPK1:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_FCER1_PATHWAY
BioCarta	BIOCARTA_CALCINEURIN_PATHWAY	18	6	1.012333104155011e-13	3.657053338759977e-12	PPP3CB:CALM1:CALM2:PPP3CA:PPP3CC:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CALCINEURIN_PATHWAY
BioCarta	BIOCARTA_NOS1_PATHWAY	21	6	2.950385281175902e-13	9.474014958442619e-12	PRKACB:PPP3CB:CALM1:CALM2:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_NOS1_PATHWAY
BioCarta	BIOCARTA_CACAM_PATHWAY	9	5	5.761910296170942e-13	1.665192075593402e-11	CAMK1G:CALM1:CALM2:CAMK1:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CACAM_PATHWAY
BioCarta	BIOCARTA_BCR_PATHWAY	33	6	5.951090561399251e-12	1.5635137929494397e-10	PPP3CB:HRAS:CALM1:CALM2:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_BCR_PATHWAY
BioCarta	BIOCARTA_NDKDYNAMIN_PATHWAY	17	5	2.8071417679197943e-11	6.760533091073505e-10	PPP3CB:CALM1:CALM2:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_NDKDYNAMIN_PATHWAY
BioCarta	BIOCARTA_TCR_PATHWAY	44	6	3.751965285305632e-11	8.015452342573697e-10	PPP3CB:HRAS:CALM1:CALM2:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_TCR_PATHWAY
BioCarta	BIOCARTA_MEF2D_PATHWAY	18	5	3.8829180898280885e-11	8.015452342573697e-10	PPP3CB:CALM1:CALM2:PPP3CA:PPP3CC	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MEF2D_PATHWAY
BioCarta	BIOCARTA_AT1R_PATHWAY	27	5	3.6257343578321164e-10	6.54898268383426e-09	HRAS:CALM1:CALM2:MAPK1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_AT1R_PATHWAY
BioCarta	BIOCARTA_PYK2_PATHWAY	27	5	3.6257343578321164e-10	6.54898268383426e-09	HRAS:CALM1:CALM2:MAPK1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_PYK2_PATHWAY
BioCarta	BIOCARTA_CCR3_PATHWAY	19	4	1.3978704774511196e-08	2.244358711018742e-07	HRAS:MAPK1:RHOA:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CCR3_PATHWAY
BioCarta	BIOCARTA_CHREBP_PATHWAY	19	4	1.3978704774511196e-08	2.244358711018742e-07	PRKAA2:PRKACB:PRKAG1:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CHREBP_PATHWAY
BioCarta	BIOCARTA_BIOPEPTIDES_PATHWAY	29	4	8.48019288638566e-08	1.2898819706133977e-06	HRAS:CALM1:CALM2:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_BIOPEPTIDES_PATHWAY
BioCarta	BIOCARTA_LEPTIN_PATHWAY	11	3	4.5885988607701894e-07	6.314786051250403e-06	PRKAA2:PRKAG1:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_LEPTIN_PATHWAY
BioCarta	BIOCARTA_AKAP13_PATHWAY	11	3	4.5885988607701894e-07	6.314786051250403e-06	PRKACB:PRKAG1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_AKAP13_PATHWAY
BioCarta	BIOCARTA_AKAPCENTROSOME_PATHWAY	14	3	1.0093011701623515e-06	1.3258547189859981e-05	PRKACB:PRKAG1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_AKAPCENTROSOME_PATHWAY
BioCarta	BIOCARTA_CCR5_PATHWAY	17	3	1.8799731278193996e-06	2.362227104086115e-05	CALM1:CALM2:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CCR5_PATHWAY
BioCarta	BIOCARTA_CXCR4_PATHWAY	19	3	2.673717060673486e-06	2.971939348210144e-05	HRAS:MAPK1:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CXCR4_PATHWAY
BioCarta	BIOCARTA_ECM_PATHWAY	19	3	2.673717060673486e-06	2.971939348210144e-05	HRAS:MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_ECM_PATHWAY
BioCarta	BIOCARTA_MAL_PATHWAY	19	3	2.673717060673486e-06	2.971939348210144e-05	HRAS:MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MAL_PATHWAY
BioCarta	BIOCARTA_MPR_PATHWAY	21	3	3.662623632850975e-06	3.9203638144219695e-05	PRKACB:HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MPR_PATHWAY
BioCarta	BIOCARTA_CREB_PATHWAY	22	3	4.236779671205737e-06	4.3729618749230645e-05	PRKACB:HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CREB_PATHWAY
BioCarta	BIOCARTA_IGF1R_PATHWAY	23	3	4.867525513594146e-06	4.850740942857615e-05	PRKACB:HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_IGF1R_PATHWAY
BioCarta	BIOCARTA_TFF_PATHWAY	24	3	5.55743907672575e-06	5.35366631057914e-05	HRAS:MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_TFF_PATHWAY
BioCarta	BIOCARTA_RACCYCD_PATHWAY	26	3	7.1250289747674015e-06	6.642365721637996e-05	HRAS:MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_RACCYCD_PATHWAY
BioCarta	BIOCARTA_NO1_PATHWAY	28	3	8.959964842233869e-06	8.091968248142463e-05	PRKACB:CALM1:CALM2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_NO1_PATHWAY
BioCarta	BIOCARTA_INTEGRIN_PATHWAY	33	3	1.4849429490330043e-05	0.0001300450037183449	HRAS:MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_INTEGRIN_PATHWAY
BioCarta	BIOCARTA_MITR_PATHWAY	5	2	2.0577353190841516e-05	0.00017490750212215288	CAMK1G:CAMK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MITR_PATHWAY
BioCarta	BIOCARTA_SAM68_PATHWAY	6	2	3.08380834897632e-05	0.00025463446081547324	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_SAM68_PATHWAY
BioCarta	BIOCARTA_AKAP95_PATHWAY	11	2	0.00011256212769412482	0.0009036237473222798	PRKACB:PRKAG1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_AKAP95_PATHWAY
BioCarta	BIOCARTA_CDK5_PATHWAY	13	2	0.00015934476692940682	0.0012446118281783398	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CDK5_PATHWAY
BioCarta	BIOCARTA_ERK5_PATHWAY	14	2	0.00018573401121524787	0.0014125560326633327	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_ERK5_PATHWAY
BioCarta	BIOCARTA_CDMAC_PATHWAY	15	2	0.0002141145682050302	0.001546977755281343	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CDMAC_PATHWAY
BioCarta	BIOCARTA_CK1_PATHWAY	15	2	0.0002141145682050302	0.001546977755281343	PRKACB:PPP3CA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CK1_PATHWAY
BioCarta	BIOCARTA_SPPA_PATHWAY	16	2	0.0002444809735274038	0.0017232927158395048	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_SPPA_PATHWAY
BioCarta	BIOCARTA_BARRESTIN_SRC_PATHWAY	17	2	0.0002768277735802907	0.0018182551491978183	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_BARRESTIN_SRC_PATHWAY
BioCarta	BIOCARTA_SPRY_PATHWAY	17	2	0.0002768277735802907	0.0018182551491978183	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_SPRY_PATHWAY
BioCarta	BIOCARTA_GCR_PATHWAY	17	2	0.0002768277735802907	0.0018182551491978183	CALM1:CALM2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_GCR_PATHWAY
BioCarta	BIOCARTA_CARDIACEGF_PATHWAY	18	2	0.00031114952549526556	0.0019982713970695945	HRAS:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CARDIACEGF_PATHWAY
BioCarta	BIOCARTA_PAR1_PATHWAY	19	2	0.0003474407970602164	0.002136391284051118	RHOA:GNAQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_PAR1_PATHWAY
BioCarta	BIOCARTA_MCALPAIN_PATHWAY	19	2	0.0003474407970602164	0.002136391284051118	PRKACB:HRAS	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MCALPAIN_PATHWAY
BioCarta	BIOCARTA_STATHMIN_PATHWAY	20	2	0.00038569616685782843	0.002322212337956509	PRKACB:CAMK4	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_STATHMIN_PATHWAY
BioCarta	BIOCARTA_RAS_PATHWAY	22	2	0.0004680775684566765	0.0027054883456795902	HRAS:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_RAS_PATHWAY
BioCarta	BIOCARTA_EDG1_PATHWAY	22	2	0.0004680775684566765	0.0027054883456795902	MAPK1:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_EDG1_PATHWAY
BioCarta	BIOCARTA_HER2_PATHWAY	23	2	0.000512192810648874	0.0029024259270102855	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_HER2_PATHWAY
BioCarta	BIOCARTA_BAD_PATHWAY	25	2	0.0006062454833337546	0.0033693258592972126	PRKACB:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_BAD_PATHWAY
BioCarta	BIOCARTA_GH_PATHWAY	27	2	0.0007080253381878236	0.003789246717338537	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_GH_PATHWAY
BioCarta	BIOCARTA_ERK_PATHWAY	27	2	0.0007080253381878236	0.003789246717338537	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_ERK_PATHWAY
BioCarta	BIOCARTA_MET_PATHWAY	33	2	0.0010593014891267538	0.0055661478246842155	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MET_PATHWAY
BioCarta	BIOCARTA_IL2RB_PATHWAY	37	2	0.0013313425112668922	0.006870678317073783	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_IL2RB_PATHWAY
BioCarta	BIOCARTA_KERATINOCYTE_PATHWAY	44	2	0.001879144572866959	0.009527592658921951	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_KERATINOCYTE_PATHWAY
BioCarta	BIOCARTA_PPARA_PATHWAY	50	2	0.0024202050048149487	0.012059297351577935	PRKACB:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_PPARA_PATHWAY
BioCarta	BIOCARTA_MAPK_PATHWAY	80	2	0.006076512569815532	0.029764612418248963	HRAS:MAPK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_MAPK_PATHWAY
Wikipathways	G Protein Signaling Pathways	93	12	2.3640257176499008e-21	1.2836659646838962e-18	PRKACB:NRAS:HRAS:KRAS:CALM1:PRKACA:CALM2:RHOA:PPP3CA:GNAI1:PPP3CC:GNAQ	http://www.wikipathways.org/instance/WP35_r106737
Wikipathways	Common Pathways Underlying Drug Addiction	42	9	3.150534749070469e-18	8.553701843726323e-16	PRKACB:PPP1CC:CALM1:PRKACA:PPP1CB:CALM2:MAPK1:CAMK4:GNAI1	http://www.wikipathways.org/instance/WP2636_r106363
Wikipathways	Ras Signaling	184	11	8.922607931301286e-16	1.6149920355655328e-13	CALML6:PRKACB:NRAS:HRAS:KRAS:CALM1:CALML4:PRKACA:CALM2:MAPK1:RHOA	http://www.wikipathways.org/instance/WP4223_r106500
Wikipathways	Energy Metabolism	47	8	2.1113495754179507e-15	2.866157048629868e-13	PRKAA2:PPP3CB:PRKAG1:PPP3R1:PPP3CA:PRKAA1:CAMK4:PPP3CC	http://www.wikipathways.org/instance/WP1541_r106404
Wikipathways	Synaptic signaling pathways associated with autism spectrum disorder	50	8	3.594690592917354e-15	3.903833983908246e-13	PRKAA2:NRAS:HRAS:KRAS:PRKAG1:MAPK1:PRKAA1:CAMK4	http://www.wikipathways.org/instance/WP4539_r103371
Wikipathways	Alzheimers Disease	81	8	2.0922757399767015e-13	1.893509544678915e-11	PPP3CB:CALM1:CALM2:PPP3R1:MAPK1:PPP3CA:PPP3CC:GNAQ	http://www.wikipathways.org/instance/WP2059_r106706
Wikipathways	MAPK Signaling Pathway	241	10	8.931603472881129e-13	6.510013883287321e-11	PRKACB:NRAS:PPP3CB:HRAS:KRAS:PRKACA:PPP3R1:MAPK1:PPP3CA:PPP3CC	http://www.wikipathways.org/instance/WP382_r107148
Wikipathways	Physiological and Pathological Hypertrophy  of the Heart	25	6	9.591180675193107e-13	6.510013883287321e-11	PPP3CB:CALM1:CALM2:MAPK1:RHOA:PPP3CA	http://www.wikipathways.org/instance/WP1528_r106695
Wikipathways	Thermogenesis	108	8	2.2329893519062605e-12	1.3472369089834438e-10	PRKAA2:PRKACB:NRAS:HRAS:KRAS:PRKAG1:PRKACA:PRKAA1	http://www.wikipathways.org/instance/WP4321_r106178
Wikipathways	Calcium Regulation in the Cardiac Cell	149	8	3.038385689938313e-11	1.6498434296365039e-09	PRKACB:CALM1:PRKACA:CALM2:CAMK1:CAMK4:GNAI1:GNAQ	http://www.wikipathways.org/instance/WP536_r107185
Wikipathways	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	20	5	7.012162478446334e-11	3.4614583870875994e-09	NRAS:HRAS:KRAS:MAPK1:GNAQ	http://www.wikipathways.org/instance/WP732_r106487
Wikipathways	Pathways Regulating Hippo Signaling	98	7	8.040821102908939e-11	3.638471549066295e-09	PRKAA2:PRKACB:PRKAG1:PRKACA:RHOA:PRKAA1:GNAQ	http://www.wikipathways.org/instance/WP4540_r103347
Wikipathways	Hippo-Merlin Signaling Dysregulation	120	7	3.3849908193958743e-10	1.4138846268707381e-08	PRKACB:NRAS:HRAS:KRAS:PPP1CC:PRKACA:PPP1CB	http://www.wikipathways.org/instance/WP4541_r103434
Wikipathways	Lipid Metabolism Pathway	29	5	5.322825731773112e-10	2.0644959802519997e-08	PRKAA2:PRKACB:PRKAG1:PRKACA:PRKAA1	http://www.wikipathways.org/instance/WP3965_r106630
Wikipathways	Brain-Derived Neurotrophic Factor (BDNF) signaling pathway	144	7	1.2214508696755007e-09	4.421652148225313e-08	PRKAA2:HRAS:EEF2:MAPK1:CAMK1:PRKAA1:CAMK4	http://www.wikipathways.org/instance/WP2380_r106345
Wikipathways	MicroRNAs in cardiomyocyte hypertrophy	82	6	1.7926168105617756e-09	6.083693300844026e-08	PPP3CB:CALM1:CALM2:MAPK1:RHOA:PPP3CA	http://www.wikipathways.org/instance/WP1544_r106646
Wikipathways	Envelope proteins and their potential roles in EDMD physiopathology	46	5	6.0401526944453975e-09	1.9292958312257945e-07	NRAS:HRAS:KRAS:MAPK1:RHOA	http://www.wikipathways.org/instance/WP4535_r104294
Wikipathways	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells	18	4	1.1046902497355297e-08	3.332482253368848e-07	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP4301_r97800
Wikipathways	Gastrin Signaling Pathway	114	6	1.3228076648404779e-08	3.7804450632019974e-07	HRAS:KRAS:PRKACA:MAPK1:RHOA:GNAQ	http://www.wikipathways.org/instance/WP4659_r106038
Wikipathways	Fragile X Syndrome 	119	6	1.7127026897520677e-08	4.6499878026768636e-07	KRAS:PRKACA:MAPK1:CAMK1:PPP3CA:CAMK4	http://www.wikipathways.org/instance/WP4549_r104796
Wikipathways	AMP-activated Protein Kinase (AMPK) Signaling	68	5	4.4931011064900625e-08	1.1617875718210019e-06	PRKAA2:PRKACB:PRKAG1:EEF2:PRKAA1	http://www.wikipathways.org/instance/WP1403_r106688
Wikipathways	Nanoparticle-mediated activation of receptor signaling	28	4	7.317852937628248e-08	1.806179156878245e-06	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP2643_r106660
Wikipathways	Leptin signaling pathway	76	5	7.899543270723944e-08	1.8649791286970006e-06	PRKAA2:HRAS:MAPK1:RHOA:PRKAA1	http://www.wikipathways.org/instance/WP2034_r106629
Wikipathways	Initiation of transcription and translation elongation at the HIV-1 LTR	31	4	1.1211912328200156e-07	2.5259404002436247e-06	PPP3CB:PPP3R1:PPP3CA:PPP3CC	http://www.wikipathways.org/instance/WP3414_r106735
Wikipathways	Chemokine signaling pathway	164	6	1.162955985379201e-07	2.5259404002436247e-06	PRKACB:NRAS:HRAS:KRAS:MAPK1:GNAI1	http://www.wikipathways.org/instance/WP3929_r106503
Wikipathways	Endothelin Pathways	32	4	1.2800758442028032e-07	2.673389166931239e-06	CALM1:CALM2:MAPK1:GNAI1	http://www.wikipathways.org/instance/WP2197_r106403
Wikipathways	MAPK Cascade	33	4	1.4551766114637003e-07	2.8220032143742474e-06	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP422_r106634
Wikipathways	BDNF-TrkB Signaling	33	4	1.4551766114637003e-07	2.8220032143742474e-06	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP3676_r106307
Wikipathways	Corticotropin-releasing hormone signaling pathway	91	5	1.958754664909951e-07	3.667599251883115e-06	PRKAA2:MAPK1:RHOA:GNAI1:GNAQ	http://www.wikipathways.org/instance/WP2355_r106369
Wikipathways	G13 Signaling Pathway	39	4	2.907405620615941e-07	5.262404173314854e-06	CALM1:PPP1CB:CALM2:RHOA	http://www.wikipathways.org/instance/WP524_r106423
Wikipathways	Bladder Cancer	40	4	3.227209609713912e-07	5.652821993789208e-06	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP2828_r106313
Wikipathways	Focal Adhesion	197	6	3.434790545246625e-07	5.828410206465367e-06	HRAS:PPP1CC:PPP1CB:MYL9:MAPK1:RHOA	http://www.wikipathways.org/instance/WP306_r106731
Wikipathways	DNA Damage Response (only ATM dependent)	110	5	5.057732967342542e-07	8.322269700809092e-06	NRAS:HRAS:KRAS:MAPK1:RHOA	http://www.wikipathways.org/instance/WP710_r106372
Wikipathways	Aryl Hydrocarbon Receptor Netpath	45	4	5.235045646143882e-07	8.360675840753317e-06	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP2586_r107439
Wikipathways	Wnt Signaling	113	5	5.783013593346084e-07	8.971932517676924e-06	PPP3CB:PPP3R1:RHOA:PPP3CA:PPP3CC	http://www.wikipathways.org/instance/WP428_r106791
Wikipathways	RalA downstream regulated genes	12	3	6.112139168523781e-07	9.219143245856704e-06	NRAS:HRAS:KRAS	http://www.wikipathways.org/instance/WP2290_r79988
Wikipathways	VEGFA-VEGFR2 Signaling Pathway	233	6	9.182129558544735e-07	1.3475395541323758e-05	PRKAA2:HRAS:MAPK1:RHOA:PPP3CA:PRKAA1	http://www.wikipathways.org/instance/WP3888_r106441
Wikipathways	Cardiac Hypertrophic Response	53	4	1.0206324117036268e-06	1.45842999882913e-05	CALM1:CALM2:MAPK1:PPP3CA	http://www.wikipathways.org/instance/WP2795_r106724
Wikipathways	Angiopoietin Like Protein 8 Regulatory Pathway	130	5	1.1593679559072506e-06	1.6141969232247104e-05	PRKAA2:HRAS:PRKAG1:MAPK1:PRKAA1	http://www.wikipathways.org/instance/WP3915_r106761
Wikipathways	MET in type 1 papillary renal cell carcinoma	59	4	1.576801959732905e-06	2.1405086603374184e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP4205_r105480
Wikipathways	Endometrial cancer	63	4	2.0554351551296435e-06	2.722198266427796e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP4155_r106779
Wikipathways	Human Thyroid Stimulating Hormone (TSH) signaling pathway	66	4	2.4794788730115366e-06	3.205611971536344e-05	HRAS:MAPK1:GNAI1:GNAQ	http://www.wikipathways.org/instance/WP2032_r106594
Wikipathways	Myometrial Relaxation and Contraction Pathways	154	5	2.6727681980229327e-06	3.375146817503378e-05	PRKACB:CALM1:PRKACA:CALM2:GNAQ	http://www.wikipathways.org/instance/WP289_r107347
Wikipathways	RAC1/PAK1/p38/MMP2 Pathway	68	4	2.7960935399475687e-06	3.450633618617113e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP3303_r106501
Wikipathways	Sterol Regulatory Element-Binding Proteins (SREBP) signalling	69	4	2.9651828235745997e-06	3.577987273780017e-05	PRKAA2:PRKAG1:PRKACA:PRKAA1	http://www.wikipathways.org/instance/WP1982_r106704
Wikipathways	Non-genomic actions of 1,25 dihydroxyvitamin D3	70	4	3.1417355434848935e-06	3.708613913287602e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP4341_r107169
Wikipathways	Non-small cell lung cancer	72	4	3.518072981122968e-06	4.0644970824463225e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP4255_r105677
Wikipathways	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	301	6	4.0486519243738155e-06	4.580037489447879e-05	PRKAA2:NRAS:HRAS:KRAS:MAPK1:PRKAA1	http://www.wikipathways.org/instance/WP3932_r106555
Wikipathways	Signaling Pathways in Glioblastoma	82	4	5.921384296757791e-06	6.56186055742751e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP2261_r107126
Wikipathways	PI3K-Akt Signaling Pathway	338	6	7.867645733384406e-06	8.544263266455466e-05	PRKAA2:NRAS:HRAS:KRAS:MAPK1:PRKAA1	http://www.wikipathways.org/instance/WP4172_r106781
Wikipathways	TNF alpha Signaling Pathway	90	4	8.581319356706935e-06	9.136581197435031e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP231_r105836
Wikipathways	ErbB Signaling Pathway	91	4	8.966857007176847e-06	9.363467990186592e-05	NRAS:HRAS:KRAS:MAPK1	http://www.wikipathways.org/instance/WP673_r106821
Wikipathways	Circadian rhythm related genes	200	5	9.572744711591899e-06	9.80754788376302e-05	PRKAA2:PPP1CC:PPP1CB:PRKAA1:GNAQ	http://www.wikipathways.org/instance/WP3594_r106357
Wikipathways	T-Cell Receptor and Co-stimulatory Signaling	29	3	9.984022101550897e-06	9.85695272934934e-05	CALM1:CALM2:PPP3CA	http://www.wikipathways.org/instance/WP2583_r106720
Wikipathways	Cannabinoid receptor signaling	29	3	9.984022101550897e-06	9.85695272934934e-05	PRKACB:PRKACA:MAPK1	http://www.wikipathways.org/instance/WP3869_r106148
Wikipathways	Extracellular vesicle-mediated signaling in recipient cells	30	3	1.1082496756341673e-05	0.00010557536383672857	NRAS:HRAS:KRAS	http://www.wikipathways.org/instance/WP2870_r106411
Wikipathways	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities	30	3	1.1082496756341673e-05	0.00010557536383672857	NRAS:HRAS:KRAS	http://www.wikipathways.org/instance/WP3844_r106751
