Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	977	13	0.0010937981347611473	0.020352952634163122	NPPA:JUN:GUCY1A2:MAPK3:PIK3R6:PIK3R5:CALM3:PLCB1:RAF1:GNAI2:EGFR:PIK3CG:NPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_bp	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	91	4	0.001108667112514468	0.020577533527730656	NPPA:PLCB3:OXTR:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE
GO_bp	GO_RESPONSE_TO_TEMPERATURE_STIMULUS	234	6	0.0011204520842842682	0.020743886195187335	FOS:MAPK3:TRPM2:CDKN1A:CAMK2B:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_TEMPERATURE_STIMULUS
GO_bp	GO_POSITIVE_REGULATION_OF_MAPK_CASCADE	520	9	0.001144293758824889	0.021132058108952096	JUN:MAPK3:PIK3R6:PIK3R5:PLCB1:RAF1:GNAI2:EGFR:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MAPK_CASCADE
GO_bp	GO_REGULATION_OF_HYDROLASE_ACTIVITY	1238	15	0.0011511499841350581	0.021205394444593177	JUN:RGS2:PPP1R12A:PLCB2:MAPK3:GNAO1:MAPK7:CALM3:PLCB1:RCAN1:RAF1:GNAI2:MEF2C:EGFR:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_HYDROLASE_ACTIVITY
GO_bp	GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	158	5	0.001165134316454794	0.021355953181902084	GNAI3:GNAI2:CDKN1A:EGFR:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS
GO_bp	GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	158	5	0.001165134316454794	0.021355953181902084	NPPA:CALM3:PRKCG:GNAI2:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY
GO_bp	GO_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	42	3	0.0011937425076114282	0.021771730597875922	PLCB3:PLCB2:PLCB1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS
GO_bp	GO_PHOSPHATIDIC_ACID_BIOSYNTHETIC_PROCESS	42	3	0.0011937425076114282	0.021771730597875922	PLA2G4A:PLA2G4B:PLA2G4D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PHOSPHATIDIC_ACID_BIOSYNTHETIC_PROCESS
GO_bp	GO_PROTEIN_TETRAMERIZATION	160	5	0.0012321304233433848	0.022416234187064055	RYR3:KCNJ12:KCNJ2:RYR1:TRPM2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_TETRAMERIZATION
GO_bp	GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	423	8	0.0012396146762739511	0.022496710791638373	NPPA:CACNB3:PPP1R12A:MAPK3:CALM3:PRKCG:MYLK2:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INTRACELLULAR_TRANSPORT
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	327	7	0.001243917711235747	0.022519199944785073	MAPK3:PIK3R6:PIK3R5:CALM3:RAF1:EGFR:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GO_bp	GO_TUBE_DEVELOPMENT	992	13	0.0012555981521511468	0.022674806924596877	JUN:PPP1CA:NFATC4:MAPK3:PIK3R6:MAPK7:OXTR:MYLK:MEF2C:CDKN1A:EGFR:PIK3CG:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TUBE_DEVELOPMENT
GO_bp	GO_NEGATIVE_REGULATION_OF_BINDING	162	5	0.0013019368403373887	0.023333142839725804	JUN:PPP1CA:NFATC4:MAPK3:ACTB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_BINDING
GO_bp	GO_UTERINE_SMOOTH_MUSCLE_CONTRACTION	11	2	0.0013111004071845928	0.023333142839725804	OXT:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_UTERINE_SMOOTH_MUSCLE_CONTRACTION
GO_bp	GO_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY	11	2	0.0013111004071845928	0.023333142839725804	GNAI3:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY
GO_bp	GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	11	2	0.0013111004071845928	0.023333142839725804	NPPA:RGS2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION
GO_bp	GO_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY	11	2	0.0013111004071845928	0.023333142839725804	NPPA:NPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY
GO_bp	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	11	2	0.0013111004071845928	0.023333142839725804	RGS2:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS
GO_bp	GO_REGULATION_OF_MAP_KINASE_ACTIVITY	331	7	0.00133390305091303	0.02368161213577481	RGS2:MAPK3:PIK3R6:PIK3R5:RAF1:EGFR:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MAP_KINASE_ACTIVITY
GO_bp	GO_FATTY_ACID_TRANSPORT	96	4	0.0013521760209277993	0.023948177720046565	PRKAB2:PLA2G4A:PLA2G4F:OXT	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FATTY_ACID_TRANSPORT
GO_bp	GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	44	3	0.0013673017296684615	0.02415785507947883	CALM3:EGFR:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY
GO_bp	GO_RESPONSE_TO_CORTICOSTEROID	164	5	0.001374625354528329	0.02422900804744177	FOS:CALM3:OXT:CDKN1A:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CORTICOSTEROID
GO_bp	GO_HEAD_DEVELOPMENT	760	11	0.001391957803844571	0.02447581305803253	GNAI3:RGS2:MAPK3:GNAO1:CALM3:PLCB1:OXTR:RAF1:ACTB:ADCY1:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HEAD_DEVELOPMENT
GO_bp	GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	97	4	0.001405009543273705	0.024646348790123465	RGS2:MYLK3:NFATC2:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	762	11	0.0014213992064158467	0.024874486112277317	NPPA:CACNB3:MAPK3:ACTG1:NFATC2:RAF1:CD38:MEF2C:ACTB:PRKACG:CACNA1F	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GO_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS	166	5	0.0014502681705144745	0.025315229211889247	CACNA1S:RYR3:RYR1:EGFR:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS
GO_bp	GO_PROTEIN_HOMOOLIGOMERIZATION	336	7	0.001453473024138403	0.025315229211889247	RYR3:KCNJ12:KCNJ2:RYR1:TRPM2:ITPR3:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HOMOOLIGOMERIZATION
GO_bp	GO_REGULATION_OF_LYASE_ACTIVITY	45	3	0.0014597090292996356	0.025363738452369555	GNAI3:GNAI2:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LYASE_ACTIVITY
GO_bp	GO_REGULATION_OF_MACROAUTOPHAGY	167	5	0.0014892201137242124	0.025815490178945664	GNAI3:PRKAB2:PRKAB1:MAPK3:PRKAG3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MACROAUTOPHAGY
GO_bp	GO_PEPTIDE_HORMONE_SECRETION	248	6	0.0015076181770311877	0.026072926120421717	RAF1:CACNA2D2:CD38:ITPR3:EGFR:ADCY8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDE_HORMONE_SECRETION
GO_bp	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	99	4	0.001514970799012558	0.0261385806871885	GNAI3:GNAI2:CDKN1A:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS
GO_bp	GO_REGULATION_OF_PHOSPHATASE_ACTIVITY	168	5	0.001528937885555431	0.02631778327595414	PPP1R12A:CALM3:RCAN1:GNAI2:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PHOSPHATASE_ACTIVITY
GO_bp	GO_REPRODUCTION	1409	16	0.0015347110172716234	0.026355434525575774	NPPA:RGS2:FOS:PLA2G4B:MAPK3:ADCY7:PLA2G4C:ADCY3:OXT:PLCB1:OXTR:CD38:EGFR:NOS3:NPR2:PRKACG	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REPRODUCTION
GO_bp	GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	46	3	0.0015559466814858895	0.026497545940535057	NPPA:OXT:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE
GO_bp	GO_REGULATION_OF_GASTRIC_ACID_SECRETION	12	2	0.0015682221066847279	0.026497545940535057	OXT:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GASTRIC_ACID_SECRETION
GO_bp	GO_INSEMINATION	12	2	0.0015682221066847279	0.026497545940535057	OXT:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INSEMINATION
GO_bp	GO_RESPONSE_TO_ETHER	12	2	0.0015682221066847279	0.026497545940535057	NFATC4:OXT	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ETHER
GO_bp	GO_MEMBRANE_HYPERPOLARIZATION	12	2	0.0015682221066847279	0.026497545940535057	CACNB3:CACNG2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEMBRANE_HYPERPOLARIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	12	2	0.0015682221066847279	0.026497545940535057	CACNB3:CACNA2D1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY
GO_bp	GO_NEGATIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	12	2	0.0015682221066847279	0.026497545940535057	NFATC4:NFATC3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II
GO_bp	GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	100	4	0.0015721390221643966	0.026502802323184207	PPP1CA:NFATC4:MAPK3:ACTB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING
GO_bp	GO_POSITIVE_REGULATION_OF_GROWTH	251	6	0.0016024255727500932	0.02695155139522468	CACNG7:PLCB1:CACNA2D2:CD38:MEF2C:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_GROWTH
GO_bp	GO_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	47	3	0.0016560721929474304	0.027601203215790508	JUN:EEF2K:CALM3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION
GO_bp	GO_SARCOMERE_ORGANIZATION	47	3	0.0016560721929474304	0.027601203215790508	MYLK3:ACTG1:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SARCOMERE_ORGANIZATION
GO_bp	GO_FATTY_ACID_DERIVATIVE_TRANSPORT	47	3	0.0016560721929474304	0.027601203215790508	PLA2G4A:PLA2G4F:OXT	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_FATTY_ACID_DERIVATIVE_TRANSPORT
GO_bp	GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	47	3	0.0016560721929474304	0.027601203215790508	PLCB3:PLCB2:PLCB1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	255	6	0.0017358226339184287	0.028864923889820027	MAPK3:PIK3R6:PIK3R5:RAF1:EGFR:PIK3CG	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY
GO_bp	GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING	48	3	0.001760141953358548	0.02900682367081912	RGS2:CALM3:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING
GO_bp	GO_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	48	3	0.001760141953358548	0.02900682367081912	RGS2:MEF2C:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION
GO_bp	GO_STRIATED_MUSCLE_ADAPTATION	48	3	0.001760141953358548	0.02900682367081912	NPPA:MEF2C:CAMK2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_STRIATED_MUSCLE_ADAPTATION
GO_bp	GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	48	3	0.001760141953358548	0.02900682367081912	CACNB3:CACNG2:CACNA2D2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT
GO_bp	GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	13	2	0.0018473498048361587	0.03003986961403931	CACNG5:CACNG4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY
GO_bp	GO_REGULATION_OF_SYNAPSE_MATURATION	13	2	0.0018473498048361587	0.03003986961403931	NFATC4:CAMK2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SYNAPSE_MATURATION
GO_bp	GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE	13	2	0.0018473498048361587	0.03003986961403931	JUN:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE
GO_bp	GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL	13	2	0.0018473498048361587	0.03003986961403931	TRPM2:CACNA2D1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL
GO_bp	GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	13	2	0.0018473498048361587	0.03003986961403931	OXT:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION
GO_bp	GO_CELLULAR_RESPONSE_TO_LITHIUM_ION	13	2	0.0018473498048361587	0.03003986961403931	NFATC4:ADCY7	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_LITHIUM_ION
GO_bp	GO_REGULATION_OF_ACTION_POTENTIAL	49	3	0.001868211247193588	0.030312036792213844	CACNB3:KCNJ2:CACNA2D1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ACTION_POTENTIAL
GO_bp	GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION	106	4	0.0019470442720064666	0.03152153171640425	CALM3:PRKCG:MEF2C:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION
GO_bp	GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	261	6	0.0019515498253136452	0.03152503563968196	JUN:CACNB3:FOS:RYR3:MAPK3:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GO_bp	GO_RESPONSE_TO_COCAINE	50	3	0.001980334265108333	0.031919861509969845	CACNG4:OXT:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_COCAINE
GO_bp	GO_REGULATION_OF_SYNAPSE_ASSEMBLY	107	4	0.0020150315428607447	0.03240805654272751	EEF2K:OXT:OXTR:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SYNAPSE_ASSEMBLY
GO_bp	GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	180	5	0.002068629701858472	0.033197441721964566	JUN:MAPK3:OXT:PLCB1:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	51	3	0.0020965641156411247	0.03357243191712912	JUN:CDKN1A:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION
GO_bp	GO_NEUROTRANSMITTER_TRANSPORT	266	6	0.002146358568936383	0.03395640794451023	NPPA:RGS2:CALM3:PRKCG:MEF2C:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEUROTRANSMITTER_TRANSPORT
GO_bp	GO_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	14	2	0.002148262543428198	0.03395640794451023	KCNJ5:KCNJ3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GO_bp	GO_PARENTAL_BEHAVIOR	14	2	0.002148262543428198	0.03395640794451023	OXT:OXTR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PARENTAL_BEHAVIOR
GO_bp	GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	14	2	0.002148262543428198	0.03395640794451023	MAPK7:RCAN1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING
GO_bp	GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	14	2	0.002148262543428198	0.03395640794451023	NPPA:RGS2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION
GO_bp	GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION	14	2	0.002148262543428198	0.03395640794451023	OXT:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION
GO_bp	GO_NEGATIVE_REGULATION_OF_TRANSPORT	463	8	0.0021852924219752192	0.03439378865421384	RGS2:CACNB3:GNAO1:CALM3:OXT:OXTR:GNAI2:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_TRANSPORT
GO_bp	GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	463	8	0.0021852924219752192	0.03439378865421384	PRKAB2:PLA2G4A:PRKAB1:PLA2G4B:PLA2G4F:MAPK3:PLA2G4C:PRKAG3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS
GO_bp	GO_MEMBRANE_ORGANIZATION	806	11	0.002210853944067031	0.03472174463438606	GNAI3:CACNG3:CACNG5:CACNG4:ACTG1:CALM3:CACNG7:CACNG8:CACNG2:ACTB:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEMBRANE_ORGANIZATION
GO_bp	GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	111	4	0.0023034330379243045	0.036098577460007754	PPP1R12A:CALM3:RCAN1:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY
GO_bp	GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	935	12	0.0023185329312443753	0.03622761439252665	JUN:RGS2:FOS:EEF2K:MYLK3:PIK3R6:CACNG7:PLCB1:NFATC2:GNAS:MEF2C:CAMK2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_BINDING	365	7	0.0023215246773986464	0.03622761439252665	JUN:PPP1CA:NFATC4:MAPK3:CALM3:MEF2C:ACTB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_BINDING
GO_bp	GO_ACTIVATION_OF_MAPKK_ACTIVITY	53	3	0.0023415514047082035	0.036462717848740035	MAPK3:RAF1:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ACTIVATION_OF_MAPKK_ACTIVITY
GO_bp	GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	113	4	0.0024577810962503315	0.037921823381744144	CALM3:PRKCG:GNAI2:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS
GO_bp	GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	113	4	0.0024577810962503315	0.037921823381744144	NPPA:RGS2:MYLK3:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION
GO_bp	GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	54	3	0.00247040974983439	0.037921823381744144	JUN:FOS:GNAS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION
GO_bp	GO_PRESYNAPTIC_ENDOCYTOSIS	54	3	0.00247040974983439	0.037921823381744144	ACTG1:CALM3:ACTB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PRESYNAPTIC_ENDOCYTOSIS
GO_bp	GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY	54	3	0.00247040974983439	0.037921823381744144	CALM3:EGFR:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY
GO_bp	GO_REGULATION_OF_CGMP_MEDIATED_SIGNALING	15	2	0.0024707409793166585	0.037921823381744144	NPPA:NPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CGMP_MEDIATED_SIGNALING
GO_bp	GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1907	19	0.002471367809504142	0.037921823381744144	JUN:PPP1R12A:PRKAB1:NFATC4:FOS:MAPK3:NFATC3:MAPK7:NFATC1:PLCB1:MYLK2:NFATC2:RAF1:CD38:MEF2C:ACTB:EGFR:NOS3:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION
GO_bp	GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	946	12	0.0025526276993108384	0.03906126037018956	JUN:MAPK3:KCNJ2:PLCB1:MYLK2:RAF1:GNAI2:MYLK:MEF2C:CAMK2B:EGFR:NOS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT
GO_bp	GO_SYNAPTIC_VESICLE_CYCLE	189	5	0.0025562539099402964	0.03906126037018956	ACTG1:CALM3:PRKCG:ACTB:ADCY1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SYNAPTIC_VESICLE_CYCLE
GO_bp	GO_REGULATION_OF_CELL_DEATH	1624	17	0.0025786219468463805	0.039321309770375304	JUN:GNAI3:PPP1CA:NFATC4:FOS:EEF2K:MAPK7:PRKCG:RAF1:GNAI2:CD38:MEF2C:CDKN1A:EGFR:PIK3CG:NOS3:ELK1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_DEATH
GO_bp	GO_REGULATION_OF_VASOCONSTRICTION	55	3	0.0026035767634490633	0.03945626641515591	OXTR:CD38:EGFR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_VASOCONSTRICTION
GO_bp	GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION	55	3	0.0026035767634490633	0.03945626641515591	PPP1R12A:CALM3:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION
GO_bp	GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	55	3	0.0026035767634490633	0.03945626641515591	GNAI3:CALM3:GNAI2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY
GO_bp	GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	587	9	0.002615180850915919	0.03946179561756259	NPPA:CACNG3:CACNG5:CACNG4:CACNG7:CACNG8:OXT:CACNG2:MEF2C	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY
GO_bp	GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	115	4	0.002619102651879531	0.03946179561756259	CACNB3:CALM3:MYLK:CACNA2D1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT
GO_bp	GO_OSSIFICATION	373	7	0.002620048470934768	0.03946179561756259	MAPK3:RYR1:OXT:GNAS:MEF2C:EGFR:NPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_OSSIFICATION
